# page_id, page_title, page_namespace, rev_id, rev_timestamp, rev_datetime, text_id, txt, txt_ru
'500173', 'Прил_ru_1*a/Документация', '10', '506599', '20100225140151', '2010/02/25 14:01:51', '506557', '<noinclude>{{docpage}}</noinclude>\n\n== Описание ==\nИспользуется при описании морфологических и синтаксических свойств прилагательных, имеющих тип 1*a по Зализняку.\n\n== Параметры ==\n{| class=\"wikitable\"\n! параметр \n! описание\n|-\n| \'\'\'основа\'\'\'\n| слово без окончания\n|-\n| \'\'\'основа1, основа2\'\'\'\n| дополнительные варианты основы краткой формы\n|-\n| \'\'\'краткая\'\'\'\n| если параметр указан, то краткая форма существует\n|-\n| \'\'\'слоги\'\'\'\n| слово по слогам\n|-\n| \'\'\'часть речи\'\'\'\n| часть речи, склоняющаяся по адъективной форме\n|-\n| \'\'\'Категория\'\'\'\n| категория по склонению\n|-\n| \'\'\'тип\'\'\'\n| тип прилагательного\n|-\n| \'\'\'степень\'\'\'\n| форма сравнительной степени или слово «\'\'\'да\'\'\'» для подстановки всех сравнительных степеней\n|-\n| \'\'\'anim\'\'\'\n| одушевлённость (\'\'yes\'\'/\'\'no\'\')\n|-\n| \'\'\'nom/non/nof\'\'\'\n| если соответствующий параметр указан, то форма соответственно мужского/среднего/женского рода не используется\n|}\n\n== Пример ==\n<pre>\n{{прил ru 1*a\n|основа = тру́дн\n|основа1 =тру́ден\n|show-text=1\n|слоги={{по слогам|тру́|дный}}\n|часть речи=Прилагательное (качественное)\n|Категория=Прилагательные, склонение 1*a\n|степень=да\n}}\n</pre>\n{{прил ru 1*a\n|основа = тру́дн\n|основа1 =тру́ден\n|show-text=1\n|слоги={{по слогам|тру́|дный}}\n|часть речи=Прилагательное (качественное)\n|Категория=Прилагательные, склонение 1*a\n|степень=да\n}}', NULL
'503051', 'Прил_ru_1a?', '10', '509510', '20100327123000', '2010/03/27 12:30:00', '509464', '#перенаправление [[Шаблон:прил ru 1a?10]]', NULL
'503052', 'Прил_ru_1a?7', '10', '509511', '20180830021909', '2018/08/30 02:19:09', '509465', '{{прил\n|nom-sg-m={{{основа}}}ый\n|nom-sg-n={{{основа}}}ое\n|nom-sg-f={{{основа}}}ая\n|nom-pl={{{основа}}}ые\n|gen-sg-m={{{основа}}}ого\n|gen-sg-n={{{основа}}}ого\n|gen-sg-f={{{основа}}}ой\n|gen-pl={{{основа}}}ых\n|dat-sg-m={{{основа}}}ому\n|dat-sg-n={{{основа}}}ому\n|dat-sg-f={{{основа}}}ой\n|dat-pl={{{основа}}}ым\n|acc-sg-m-a={{{основа}}}ого\n|acc-sg-m-n={{{основа}}}ый\n|acc-sg-n={{{основа}}}ое\n|acc-sg-f={{{основа}}}ую\n|acc-pl-a={{{основа}}}ых\n|acc-pl-n={{{основа}}}ые\n|ins-sg-m={{{основа}}}ым\n|ins-sg-n={{{основа}}}ым\n|ins-sg-f={{{основа}}}ой {{{основа}}}ою\n|ins-pl={{{основа}}}ыми\n|prp-sg-m={{{основа}}}ом\n|prp-sg-n={{{основа}}}ом\n|prp-sg-f={{{основа}}}ой\n|prp-pl={{{основа}}}ых\n|краткая=1\n|anim={{{anim|}}}\n|srt-sg-m=\'\'{{{srt-sg-m|{{{основа}}}}}}\'\'\n|srt-sg-n=\'\'{{{srt-sg-n|{{{основа}}}о}}}\'\'\n|srt-sg-f=\'\'{{{srt-sg-f|{{{основа}}}а}}}\'\'\n|srt-pl=\'\'{{{srt-pl|{{{основа}}}ы}}}\'\'\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|суфф={{{суфф|}}}\n}}\n{{#if:{{{hide-text|}}}|\n|<b>{{{слоги| }}}</b>\n\n{{{часть речи|Прилагательное}}}, {{#if:{{{тип|}}}|{{{тип}}},&nbsp;}}тип склонения по классификации А.&#160;Зализняка&#160;&#8212; {{#if:{{{type|}}}|{{{type}}}|1a}}. В ед. ч. краткая форма обычно избегается{{#if:{{{гл|}}}|&#32;из-за совпадения с формами прич. от глагола {{{гл}}}}}. {{#if:{{{степень|}}}|Сравнительная степень — \'\'{{#switch:{{{степень}}}|1={{{основа}}}ее, {{{основа}}}ей|{{{степень}}}}}\'\'.}}{{#ifeq:{{{anim}}}|yes|[[Категория:Одушевлённые]]|}}{{#ifeq:{{{anim}}}|no|[[Категория:Неодушевлённые]]|}}\n{{#ifeq:{{{anim}}}|yes|[[Категория:Одушевлённые]]}}{{#ifeq:{{{anim}}}|no|[[Категория:Неодушевлённые]]}}[[Категория:Русские лексемы]][[Категория:Русские прилагательные]][[Категория:{{{Категория|Прилагательные, склонение 1a}}}]]}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]\nДля прилагательных типа [[гружёный]], [[вязаный]].\n</noinclude>', NULL
'510310', 'Прил_rup', '10', '516874', '20100623054757', '2010/06/23 05:47:57', '516828', '<b>{{{слоги|}}}</b>\n\nПрилагательное.<includeonly>[[Категория:Арумынские прилагательные]]</includeonly><noinclude>[[Категория:Шаблоны словоизменений/rup]]</noinclude>', NULL
'571868', 'Прил_ru_3a/c\"~', '10', '580678', '20211009210906', '2021/10/09 21:09:06', '580630', '{{прил ru 3a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-n={{{основа}}}о<br>{{{основа1}}}о́\n|srt-sg-f={{{основа1}}}а́\n|srt-pl={{{основа}}}и<br>{{{основа1}}}и́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3a/c\"~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'707809', 'Прил_ru_1b/c~^', '10', '717897', '20211009221624', '2021/10/09 22:16:24', '717847', '{{прил ru 1b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа}}}а́\n|srt-pl={{{основа1}}}ы\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1b/c~^\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'708328', 'Прил_ru_3*a~', '10', '718426', '20211009210932', '2021/10/09 21:09:32', '718376', '{{прил ru 3a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа}}}о\n|srt-sg-f={{{основа}}}а\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3*a~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'717825', 'Прил_ru_сравн', '10', '727942', '20210301123408', '2021/03/01 12:34:08', '727892', '<b>{{{слоги|}}}</b>\n\n[[прилагательное|Прилагательное]], сравнительная степень{{#if:{{{основа|{{{1|}}}}}}|&#32;к {{aslinks|{{{основа|{{{1|}}}}}}|*,;|без пробелов=1}}}}{{#if:{{{или|}}}|, также {{{или}}}{{#if:{{{основа1|{{{2|}}}}}}|&#32;(сравн. степень к {{aslinks|{{{основа1|{{{2|}}}}}}|*,;|без пробелов=1}})}}<includeonly>{{main other|[[Категория:Русские {{{или-кат}}}]]}}</includeonly>{{#if:{{{или1|}}}|, также {{{или1}}}{{#if:{{{основа1|{{{2}}}}}}|&#32;(сравн. степень к {{{3|{{{основа1|{{{2}}}}}}}}})}}<includeonly>{{main other|[[Категория:Русские {{{или1-кат}}}]]}}</includeonly>}}}}; неизменяемое.<includeonly>{{main other|[[Категория:Русские прилагательные]]}}</includeonly><noinclude>{{doc}}\n</noinclude>', NULL
'733073', 'Прил_ru_1b/c~', '10', '743266', '20211009221608', '2021/10/09 22:16:08', '743216', '{{прил ru 1b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа2}}}о\n|srt-sg-f={{{основа}}}а́\n|srt-pl={{{основа2}}}ы\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1b/c~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'736031', 'Прил_rue', '10', '746239', '20130815031026', '2013/08/15 03:10:26', '746189', '{{#if:{{{слоги|}}}|\'\'\'{{{слоги}}}\'\'\'\n\n}}\n\nПрилагательное.<includeonly>[[Категория:Русинские прилагательные]]</includeonly><noinclude>[[Категория:Шаблоны словоизменений/rue]]</noinclude>', NULL
'769481', 'Прил_ru_1b?', '10', '779906', '20140531123649', '2014/05/31 12:36:49', '779852', '#Redirect [[Шаблон:прил ru 1bX]]', NULL
'826389', 'Прил_ru_1*a\'-', '10', '838143', '20211009204009', '2021/10/09 20:40:09', '838089', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{incorrect|{{{основа1}}}}}<br />{{incorrect|{{{основа}}}}}\n|srt-sg-f={{incorrect|{{{основа}}}а}}<br />{{incorrect|{{{основа2}}}а́}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|часть речи={{{часть речи|Прилагательное}}}\n|тип={{{тип|}}}\n|type=1*a\'\n|зализняк1=1*a\' // 1a\'\n|степень={{{степень|{{{основа}}}е́е, {{{основа}}}е́й, по{{{основа}}}е́е, по{{{основа}}}е́й}}}\n}} Образование кратких форм мужского и женского рода затруднено.<includeonly>[[Категория:Прилагательные, склонение 1a\']]<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'829217', 'Прил_ru_3*a/c\'^-к', '10', '841000', '20211009211040', '2021/10/09 21:10:40', '840946', '{{прил ru 3a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}<br>{{{основа2}}}\n|srt-sg-n={{{основа4}}}о<br>{{{основа}}}о\n|srt-sg-f={{{основа3}}}а́\n|srt-pl={{{основа4}}}и<br>{{{основа3}}}и́<br>{{{основа}}}и\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3*a/c\'^\n|зализняк1=3*a/c\' △\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'857912', 'Прил_ru_1a/c-ё', '10', '870134', '20211009204224', '2021/10/09 20:42:24', '870080', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа2}}}а́\n|srt-pl={{{основа1}}}ы\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1a/c-ё\n|степень={{{степень|}}}\n|дореф={{{дореф|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'1042916', 'Прил_ru_1a-', '10', '1058541', '20211009204412', '2021/10/09 20:44:12', '1058482', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{incorrect|{{{основа}}}}}\n|srt-sg-f={{{основа}}}а\n|srt-sg-n={{{основа}}}о\n|srt-pl={{{основа}}}ы\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|род={{{род|}}}\n|type=1a-\n|{{#if:{{{степень|}}}|степень={{{основа}}}ее, {{{основа}}}ей, по{{{основа}}}ее, по{{{основа}}}ей}}\n}} Образование краткой формы мужского рода затруднено.<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'1147091', 'Прил_ru_3a/b~', '10', '1163474', '20211009211146', '2021/10/09 21:11:46', '1163414', '{{прил ru 3a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-f={{{основа1}}}а́\n|srt-sg-n={{{основа1}}}о́\n|srt-pl={{{основа1}}}и́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}|nol={{{nol|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3a/b~\n|степень=\n|дореф={{{дореф|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'2104973', 'Прил-ru', '10', '2124428', '20190929192114', '2019/09/29 19:21:14', '2124322', '<includeonly>{{#invoke:inflection|get|unit=ru/adj}}{{#ifeq:{{NAMESPACE}}|{{ns:0}}|[[Категория:Русские лексемы]]}}</includeonly><noinclude>{{documentation}}</noinclude>', NULL
'2169848', 'Прил-ru/Документация', '10', '2189579', '20220210122921', '2022/02/10 12:29:21', '2189473', '<noinclude>{{docpage}}</noinclude>\n{{lua|Модуль:inflection}}<div style=\"clear: {{{clear|right}}}; margin-bottom: .5em; float: right; padding: .5em 0 .8em 1.4em; background: none; width: {{{width|{{{1|auto}}}}}}; max-width: {{{max-width|none}}};\" {{#if: {{{limit|}}} | class=\"toclimit-{{{limit}}}\" }}>__TOC__</div>\nУлучшенный шаблон описания морфологии русских прилагательных с использованием алгоритма А. А. Зализняка.\n\n== Использование ==\n\n=== Обязательные параметры ===\n* <code>\'\'\'|слово=\'\'\'</code> \'\'(или \'\'\'первый\'\'\' неименованный)\'\' — прилагательное в начальной форме с проставленным \'\'\'ударением\'\'\'.\n: \'\'\'Примечание:\'\'\' Не следует проставлять ударение в односложных словах или в словах, содержащих \'\'«ё»\'\' под основным ударением.\n\n* <code>\'\'\'|индекс=\'\'\'</code> \'\'(или \'\'\'второй\'\'\' неименованный)\'\' — индекс для генерации словоформ и вывода морфологического описания.\n: Используется полный индекс из «Грамматического словаря русского языка» А. А. Зализняка (до символов двоеточия и точки с запятой и не включая указания за специальными знаками ∆ и ✧, отсылки к другому слову, различные словесные указания о формах и указания значений).\n\n=== Необязательные параметры ===\n* <code>|hide-text=1</code> — скрывает описание морфологических свойств.\n* <code>|слоги=</code> — разбивка слова по слогам, см. {{шаблон|по-слогам}}.\n* <code>|тип=</code> — <code>к</code>, <code>о</code> или <code>п</code> — качественное, относительное или притяжательное.\n* <code>|степень=</code> — форма сравнительной степени, если она отличается от стандартной.\n* <code>|коммент=</code> — комментарий, размещающийся в конце блока описания.\n* <code>|дореф=</code> — написание в дореформенной орфографии (только встречающиеся в текстах; словарный вариант предпочтительнее).\n<!-- \nВозможно также перезаписать любую нестандартную словоформу (перезаписанные формы снабжаются символом треугольника):\n{{кол|2}}\n*<code>|nom-sg=</code> — именительный падеж единственного числа\n*<code>|gen-sg=</code> — родительный падеж единственного числа\n*<code>|dat-sg=</code> — дательный падеж единственного числа\n*<code>|acc-sg=</code> — винительный падеж единственного числа\n*<code>|ins-sg=</code> — творительный падеж единственного числа\n*<code>|prp-sg=</code> — предложный падеж единственного числа\n*<code>|nom-pl=</code> — именительный падеж множественного числа\n*<code>|gen-pl=</code> — родительный падеж множественного числа\n*<code>|dat-pl=</code> — дательный падеж множественного числа\n*<code>|acc-pl=</code> — винительный падеж множественного числа\n*<code>|ins-pl=</code> — творительный падеж множественного числа\n*<code>|prp-pl=</code> — предложный падеж множественного числа\n{{конец кол}}-->\n\n== Построение индекса ==\n\n=== Общая схема индекса ===\nСведения об индексе можно извлечь непосредственно из «Грамматического словаря» А. А. Зализняка. Можно также построить его самостоятельно.\n\n{| class=\"wikitable\" style=\"text-align: center;\"\n|-\n! Секция\n! Примеры значений\n|-\n! [[#Цифра|Цифра]]\n| от <code>0</code> до <code>6</code>\n|-\n! [[#Чередование|Есть чередование]]\n| <code>*</code>\n|-\n! [[#Схема ударения полных форм|Схема ударения полных форм]]\n| <code>a</code> / <code>b</code>\n|-\n! style=\"font-weight: normal;\" | \'\'Косая черта\'\'\n| <code>/</code>\n|-\n! rowspan=\"5\" | [[#Схема ударения кратких форм|Схема ударения кратких форм]]\n| <code>a</code> / <code>b</code> / <code>c</code>\n|-\n| <code>a′</code> <span style=\"color: silver;\">или</span> <code>a\'</code> \n|-\n| <code>b′</code> <span style=\"color: silver;\">или</span> <code>b\'</code> \n|-\n| <code>c′</code> <span style=\"color: silver;\">или</span> <code>c\'</code>\n|-\n| <code>c′′</code> <span style=\"color: silver;\">или</span> <code>c<nowiki>\'\'</nowiki></code>\n|-\n| colspan=\"2\" | NB. Вместо <code>a/a</code> записывается просто <code>a</code>, вместо <code>a/a′</code> — <code>a′</code>, вместо <code>b/b</code> — <code>b</code>.\n|-\n! rowspan=\"2\" | [[#Цифра в кружке|Цифра в кружке]]\n| <code>①</code> <span style=\"color: silver;\">или</span> <code>(1)</code>\n|-\n| <code>②</code> <span style=\"color: silver;\">или</span> <code>(2)</code>\n|-\n! rowspan=\"3\" | [[#Минус / крестик / крестик в квадрате|Минус / крестик / крестик в квадрате]]\n| <code>—</code> <span style=\"color: silver;\">или</span> <code>-</code>\n|-\n| <code>✕</code> <span style=\"color: silver;\">или</span> <code>X</code>\n|-\n| <code>⊠</code> <span style=\"color: silver;\">или</span> <code>(X)</code>\n|-\n! [[#Тильда|Тильда]]\n| <code>~</code>\n|-\n! style=\"font-weight: normal;\" | \'\'Запятая и пробел\'\'\n| <code>,&nbsp;</code>\n|- \n! [[#Помета «ё»|Помета «ё»]]\n| <code>ё</code>\n|}\n\n=== Цифра ===\nЦифра индекса обозначает тип склонения. \n* <code>0</code> — несклоняемое прилагательное\n* <code>1</code> — основа на твёрдую согласную\n* <code>2</code> — основа на мягкую согласную\n* <code>3</code> — основа на заднеязычную согласную (\'\'г\'\', \'\'к\'\', \'\'х\'\')\n* <code>4</code> — основа на шипящую согласную (\'\'ж\'\', \'\'ч\'\', \'\'ш\'\', \'\'щ\'\')\n* <code>5</code> — основа на \'\'ц\'\'\n* <code>6</code> — основа на гласную\n\n=== Чередование ===\nЗвёздочка (<code>*</code>) показывает наличие беглой гласной в краткой форме мужского рода: \'\'горький\'\' — \'\'гор\'\'\'е\'\'\'к\'\', \'\'мягкий\'\' — \'\'мяг\'\'\'о\'\'\'к\'\', \'\'разносторонний\'\' — \'\'разносторон\'\'\'е\'\'\'н\'\'.\n\n=== Схема ударения полных форм ===\n{| class=\"wikitable\" style=\"text-align: center\"\n! colspan=\"2\" | Схема ударения\n|-\n! a\n! b\n|-\n| <big>■ ○</big> <br />\'\'но́вый\'\' <br /> \'\'но́вого\'\' <br /> \'\'но́вому\'\' <br /> …\n| <big>□ ●</big> <br />\'\'седо́й\'\' <br /> \'\'седо́го\'\' <br /> \'\'седо́му\'\' <br /> …\n|-\n|colspan=2 align=left|■ — ударение на основе. <br />● — ударение на окончании.\n|}\n\n=== Схема ударения кратких форм ===\n{| class=\"wikitable\" style=\"text-align: center\"\n! rowspan=\"2\" | Словоформа\n! colspan=\"7\" | Схема ударения\n|-\n! a\n! b\n! c\n! a′\n! b′\n! c′\n! c′′\n|-\n! Женский род\n| <big>■ ○</big> <br />\'\'удо́бна\'\'\n| <big>□ ●</big> <br />\'\'смешна́\'\'\n| <big>□ ●</big> <br />\'\'громка́\'\'\n| &nbsp;&nbsp;&nbsp;<big>■ ○</big> // <big>□ ●</big> <br />\'\'вла́стна\'\' // \'\'властна́\'\'\n| <big>□ ●</big> <br />\'\'свежа́\'\'\n| <big>□ ●</big> <br />\'\'верна́\'\'\n| <big>□ ●</big> <br />\'\'красна́\'\'\n|-\n! Средний род\n| <big>■ ○</big> <br />\'\'удо́бно\'\'\n| <big>□ ●</big> <br />\'\'смешно́\'\'\n| <big>■ ○</big> <br />\'\'гро́мко\'\'\n| <big>■ ○</big> <br />\'\'вла́стно\'\'\n| <big>□ ●</big> <br />\'\'свежо́\'\'\n| <big>■ ○</big> <br />\'\'ве́рно\'\'\n| &nbsp;&nbsp;&nbsp;<big>■ ○</big> // <big>□ ●</big> <br />\'\'кра́сно\'\' // \'\'красно́\'\'\n|-\n! Мн. число\n| <big>■ ○</big> <br />\'\'удо́бны\'\'\n| <big>□ ●</big> <br />\'\'смешны́\'\'\n| <big>■ ○</big> <br />\'\'гро́мки\'\'\n| <big>■ ○</big> <br />\'\'вла́стны\'\'\n| &nbsp;&nbsp;&nbsp;<big>■ ○</big> // <big>□ ●</big> <br />\'\'све́жи\'\' // \'\'свежи́\'\'\n| &nbsp;&nbsp;&nbsp;<big>■ ○</big> // <big>□ ●</big> <br />\'\'ве́рны\'\' // \'\'верны́\'\'\n| &nbsp;&nbsp;&nbsp;<big>■ ○</big> // <big>□ ●</big> <br />\'\'кра́сны\'\' // \'\'красны́\'\'\n|-\n|colspan=8|■ — ударение на основе. <br />● — ударение на окончании.\n|}\n\n=== Цифра в кружке ===\nИмеется отклонение от стандартного склонения.\n* ①: в краткой форме мужского рода утрачивается конечное \'\'н\'\' основы: \'\'болезненный — болезнен\'\'.\n* ②: во всех кратких формах утрачивается конечное \'\'н\'\' основы: \'\'искушённый — искушён, искушена, искушено, искушены\'\'.\n\n=== Минус / крестик / крестик в квадрате ===\nОзначают отсутствие, предположительность или затруднительность образования кратких форм.\n* Минус (<code>—</code>): сведения об образовании краткой формы мужского рода, вытекающие из индекса, предположительны (у большинства прилагательных на согласную + \'\'ний\'\' и отыменных прилагательных на \'\'-енный\'\').\n* Крестик (<code>✕</code>): образование кратких форм затруднительно (у прилагательных на \'\'-ский, -цкий, -ший\'\').\n* Крестик в квадрате (<code>⊠</code>): краткой формы мужского рода нет, образование остальных кратких форм затруднительно (у большинства прилагательных на \'\'-ой\'\').\n\n=== Тильда ===\nПоказывает, что от данного прилагательного не образуется сравнительная степень.\n\n=== Помета «ё» ===\nВ основе слова происходит чередование \'\'\'ё → е\'\'\': \'\'тяжёлый\'\' — \'\'тяжела́\'\'.\n\n=== Прочие символы ===\n* Квадратные скобки (<code>[]</code>): указанная внутри таких скобок особенность является факультативной, то есть существует два варианта склонения — с этой особенностью и без неё (практически внутри скобок встречается цифра в кружке).\n* Угловые скобки (<code><></code>): слово склоняется по образцу, указанному внутри таких скобок: \'\'ли́сий\'\' <мс 6*a>, прилагательное склоняется по местоименному склонению.\n\n<includeonly>\n[[Категория:Шаблоны словоизменений/Прилагательные|*]]\n</includeonly>', NULL
'2247823', 'Прил_ru_1a//устар._1a/b', '10', '2268642', '20211009204914', '2021/10/09 20:49:14', '2268534', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-n={{{основа}}}о<br>{{особ.ф.|{{{основа1}}}о́}}\n|srt-sg-f={{{основа}}}а<br>{{особ.ф.|{{{основа1}}}а́}}\n|srt-pl={{{основа}}}ы<br>{{особ.ф.|{{{основа1}}}ы́}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1a/b\n|зализняк1=1a // устар. 1a/b\n|степень={{{степень|{{{основа}}}ее, {{{основа}}}ей, {{особ.ф.|[[{{{основа1}}}ее|{{{основа1}}}е́е]]}}, {{особ.ф.|[[{{{основа1}}}ей|{{{основа1}}}е́й]]}}, по{{{основа}}}ее, по{{{основа}}}ей, {{особ.ф.|[[по{{{основа1}}}ее|по{{{основа1}}}е́е]]}}, {{особ.ф.|[[по{{{основа1}}}ей|по{{{основа1}}}е́й]]}}}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'2249859', 'Прил_ru_сравн/Документация', '10', '2270711', '20210301132345', '2021/03/01 13:23:45', '2270603', '<noinclude>{{docpage}}</noinclude>\n=== Параметры ===\n<templatedata>\n{\n	\"params\": {\n		\"1\": {\n			\"aliases\": [\n				\"осново\"\n			],\n			\"description\": \"положительная степень прилагательного\",\n			\"example\": \"лёгкий\",\n			\"type\": \"string\",\n			\"required\": true\n		},\n		\"2\": {\n			\"aliases\": [\n				\"основа1\"\n			],\n			\"description\": \"положительная степень части речи указанной в \\\"или\\\" \",\n			\"example\": \"легко\",\n			\"type\": \"string\"\n		},\n		\"3\": {\n			\"type\": \"string\",\n			\"description\": \"положительная степень части речи указанной в \\\"или1\\\" \"\n		},\n		\"или\": {\n			\"description\": \"первая часть речи также\",\n			\"example\": \"наречие\",\n			\"type\": \"string\"\n		},\n		\"или-кат\": {\n			\"description\": \"категория для части речи указанной в параметре \\\"или\\\"\",\n			\"example\": \"наречия\",\n			\"type\": \"string\"\n		},\n		\"или1\": {\n			\"description\": \"вторая часть речи также\",\n			\"example\": \"предикатив\",\n			\"type\": \"string\"\n		},\n		\"или1-кат\": {\n			\"description\": \"категория для части речи указанной в параметре \\\"или1\\\"\",\n			\"type\": \"string\",\n			\"default\": \"предикативы\"\n		},\n		\"слоги\": {\n			\"description\": \"слово по-слогам\",\n			\"example\": \"{{по-слогам|ле́г|че}}\",\n			\"type\": \"unbalanced-wikitext\"\n		}\n	},\n	\"description\": \"Шаблон оформления морфологических свойств русских сравнительных прилагательных и наречий\"\n}\n</templatedata>\n=== Заготовка ===\n<pre>\n{{прил ru сравн\n|основа=\n|основа1=\n|слоги={{по-слогам|}}\n|или=\n|или-кат=\n|или1=\n|или1-кат=\n}}</pre>\n\n=== Примеры использования ===\n{| class=\"wikitable\"\n! Код || Результат\n|-\n| valign=top |\n<pre>\n{{прил ru сравн\n|основа=лёгкий\n|основа1=легко\n|слоги={{по-слогам|ле́г|че}}\n|или=наречие\n|или-кат=наречия\n|или1=предикатив\n|или1-кат=предикативы\n}}</pre>\n| valign=top |\n{{прил ru сравн\n|основа=лёгкий\n|основа1=легко\n|слоги={{по-слогам|ле́г|че}}\n|или=наречие\n|или-кат=наречия\n|или1=предикатив\n|или1-кат=предикативы\n}}\n|}\n\n==См. также==\n*{{шаблон|прил ru}}\n*{{шаблон|Форма-прил}}\n\n<includeonly>[[Категория:Шаблоны словоизменений/Прилагательные]]</includeonly>', NULL
'2294275', 'Прил_ru_(мс_1a)', '10', '2315710', '20211003161402', '2021/10/03 16:14:02', '2315602', '#перенаправление [[Шаблон:мест ru 1a-в]]', NULL
